11.0,27.139585,84.13512,27.74243,89.46635,1.0
11.0,27.298553,84.50456,27.77922,89.38433,1.0
11.0,28.080896,84.94244,28.966063,89.62026,1.0
11.0,28.173698,84.89578,29.799232,88.77607,1.0
11.0,28.076542,84.93147,29.444332,89.02622,1.0
11.0,28.023268,84.90955,29.513119,89.09442,1.0
11.0,28.004251,85.16111,28.814665,89.90798,1.0
11.0,28.07786,85.12645,29.530277,89.42621,1.0
11.0,28.026926,85.19817,29.686148,89.36063,1.0
11.0,28.49174,85.46844,29.859348,89.40944,1.0
11.0,28.740711,85.328186,29.914495,89.43523,1.0
11.0,28.79553,84.716064,30.291372,89.14644,1.0
11.0,28.9814,85.17605,30.488565,89.04146,1.0
11.0,29.027487,85.122505,30.54696,88.974464,1.0
11.0,29.120722,85.38057,30.519121,89.03155,1.0
11.0,29.2202,85.990234,29.475174,89.94299,1.0
11.0,29.174837,85.8576,29.965803,89.56055,1.0
11.0,29.169632,85.84226,29.551136,89.781395,1.0
11.0,29.432592,86.30261,29.729069,89.49718,1.0
11.0,29.451468,86.360306,30.006525,89.386955,1.0
11.0,29.376488,86.345184,29.702988,89.391464,1.0
11.0,15.460122,1.6152604,14.875528,10.267348,2.0
11.0,21.506289,5.486908,20.578592,6.5311546,2.0
11.0,17.420673,9.140827,22.311085,6.9441085,2.0
11.0,21.038813,5.8027954,23.924137,8.200125,2.0
11.0,20.832527,6.275139,23.901917,8.978506,2.0
11.0,20.636206,6.4378476,23.579712,9.035941,2.0
11.0,19.319036,6.0383477,23.019577,7.7838435,2.0
11.0,19.625952,4.2673974,20.589687,5.848668,2.0
11.0,19.27745,4.6666975,20.078451,5.7983413,2.0
11.0,19.099901,4.6119566,19.512985,6.117773,2.0
11.0,19.12584,4.485041,19.414185,6.080285,2.0
11.0,18.940928,4.5724993,19.273808,5.960342,2.0
11.0,18.848885,4.6686673,19.124495,5.8006673,2.0
11.0,18.44446,5.232126,18.778624,5.9666667,2.0
11.0,17.118591,6.076703,18.458002,5.2157416,2.0
11.0,17.3326,6.0089083,18.525759,5.1247106,2.0
11.0,17.499647,5.9322653,18.46564,5.2248993,2.0
